VIN,Model,Report Date,Incident Date,Location,NHTSA Complaint,Details
5YJSA1E10GF****,2016 MODEL S,31-Jan-18,28-Jan-18,"MIAMI BEACH, FL",11066047,"MY HUSBAND WAS DRIVING MY CAR, WE ARRIVED AT THE PARKING LOT AND AS HE WAS PULLING INTO A PARKING SPACE AND COMING TO A STOP, THE CAR SUDDENLY ACCELERATED AT HIGH SPEED, WENT OVER THE CEMENT BUMPER FOR THE SPACE, OVER THE ONE FOR THE SPACE IN FRONT AND HIT A PARKED SATURN IN FRONT OF US. HE IS CERTAIN THAT HE WAS BRAKING AT THE TIME. WE TOOK THE CAR IN TO TESLA WHO RAN A DIAGNOSTIC. THEY ADVISED THAT THE THROTTLE WENT SUDDENLY FROM 2% TO 97% AND THEN THE BRAKE WAS APPLIED, BUT WHEN I ASKED FOR MORE DETAILS ABOUT THE APPROACH TO THE PARKING SPACE, FOR A COPY OF THE REPORT THEY SAID THEY WOULD NOT PROVIDE IT WITHOUT A SUBPOENA."
5YJSA1E22GF****,2016 MODEL S,15-Dec-17,25-Nov-17,"OLYMPIA, WA",11054973,"WHILE ATTEMPTING TO PARK MY TESLA S75 D IN A COSTCO SPACE, THE CAR BOLTED. IT FELT LIKE IT WAS IN AUTOPILOT MODE WITHOUT ME ENGAGING IT MANUALLY. I SLAMMED ON THE BRAKES. IT HIT THE REAR BUMPER OF THE CAR PARKED IN FRONT. FORTUNATELY, IT DIDNT DO ANY DAMAGE TO THAT VEHICLE BUT IT CAUSED PLENTY OF DAMAGE TO MY FRONT END. ILL NEED A NEW BUMPER AND HOOD. IT ALSO DEACTIVATED MY AUTOPILOT AND RADAR WHICH ARE BEHIND THE BUMPER. I CAN STILL DRIVE THE CAR AND FEEL FAIRLY SAFE AS I BELIEVE THE COMPUTER ACCIDENTALLY ENGAGED THE AUTOPILOT AND NOW THE AUTOPILOT ISNT OPERATIONAL. HOWEVER, I NO LONGER TRUST THIS CAR. IVE PRESENTED THIS PROBLEM TO TESLA AND THEY SAID IS WAS USER ERROR BUT THERE IS ABSOLUTELY NO DOUBT IN MY MIND THAT I WAS NOT AT FAULT. IVE DONE RESEARCH AND THERE IS A CLASS ACTION LAWSUIT IN THE WORKS AS THIS HAS HAPPENED TO OTHER TESLA USERS. MY ADVISE, DONT BUY A TESLA!!!!!"
5YJSA1E27GF****,2016 MODEL S,15-Mar-18,13-Nov-17,"ROGERS, AR",11079500,"I WAS ATTEMPTING TO PARK IN FRONT OF A RETAIL BUSINESS WHEN THE CAR SUDDENLY AND UNEXPECTEDLY ACCELERATED. I BELIEVE THIS ACCIDENT WAS CAUSED BY A MALFUNCTION OR GLITCH IN THE VEHICLES TROUBLED SOFTWARE FOR DRIVER ASSIST AND/OR SAFETY FEATURES. FEATURES WHICH ARE UNIQUE TO TESLA.
 
 THE SUDDEN AND UNEXPECTED ACCELERATION HAPPENED WITH NO INPUT TO THE ACCELERATOR PEDAL. I WAS LIGHTLY BRAKING, INTENT ON COMING TO A COMPLETE STOP. I HAD NEARLY COMPLETED THE PARKING MANEUVER WHEN THE CAR RACED FORWARD, JUMPED A CURB, KNOCKED DOWN A HANDICAPPED PARKING SIGN, TRAVELED ACROSS A WALKWAY AND SMASHED INTO THE FRONT OF THE BUSINESS. THIS HAPPENED SO FAST, I DIDNT REALIZE WHAT OCCURRED UNTIL I COULD GATHER MY THOUGHTS AFTER THE INCIDENT. NO AUDIBLE OR VISUAL WARNING OF AN IMPENDING COLLISION WERE HEARD OR SEEN. NO AIRBAGS DEPLOYED. 
 
 FORTUNATELY NO ONE INSIDE THE BUSINESS, NO PEDESTRIAN NOR MYSELF WERE INJURED. THIS COULD HAVE BEEN A TRAJIC ACCIDENT. MY TESLA SUSTAINED OVER $25,000 IN DAMAGE AND IS STILL IN THE REPAIR SHOP. AS OF THIS DATE, NO CLAIM HAS BEEN SETTLED FOR REPAIRS TO THE BUSINESS PROPERTY. 
 
 I HAVE UPLOADED A PHOTO SHOWING THE END RESULT OF THE EVENT."
5YJSA1E15GF****,2016 MODEL S,19-Jun-17,30-Mar-17,"SAN JOSE, CA",11000077,"TL* THE CONTACT OWNS A 2016 TESLA S60. WHILE THE CONTACT WAS ATTEMPTING TO EXIT THE PARKED VEHICLE, IT INDEPENDENTLY ACCELERATED. THE VEHICLE CRASHED INTO A PILLAR. A POLICE REPORT WAS NOT FILED AND THERE WERE NO INJURIES. WHEN THE BRAKES WERE APPLIED, THE VEHICLE CAME TO A STOP. THE CONTACT STATED THAT SHE WAS UNCERTAIN IF SHE MAY HAVE DEPRESSED THE ACCELERATOR PEDAL ACCIDENTALLY. THE LOCAL DEALER (TESLA 750 E. EL CAMINO REAL, SUNNYVALE, CA, 94087) CONFIRMED THAT THE VEHICLE WAS NOT ABLE TO BE SERVICED UNTIL OCTOBER OF 2017. THE VEHICLE WAS NOT DIAGNOSED. THE CONTACT RECEIVED NOTIFICATION OF NHTSA CAMPAIGN NUMBER: 17V260000 (PARKING BRAKE). THE MANUFACTURER WAS NOTIFIED AND INFORMED THE CONTACT THAT THE FAILURE WAS STILL UNDER INVESTIGATION. THE VEHICLE WAS REPAIRED. THE VIN WAS INVALID. THE FAILURE MILEAGE WAS APPROXIMATELY 5,977. UPDATED 08/23/17*LJ
 
 *CN"
5YJSA1E1XGF****,2016 MODEL S,6-Feb-17,5-Jan-17,"MOUNTAIN VIEW, CA",10949955,"I WAS STOPPED AT A STOP LIGHT ON MY WAY TO WORK AROUND 8AM ON A VERY CROWDED CITY STREET. AS THE LIGHT TURNED GREEN, I SLOWLY PRESSED ON THE GAS TO MOVE FORWARD AND THE CAR TOOK OFF AT TOP SPEED. I HIT THE BRAKE BUT THE CAR DID NOT RESPOND - IT DID NOT SLOW DOWN OR STOP, NOR DID ANY ALARM, EITHER VISUAL OR AUDITORY, GO OFF INSIDE THE CAR. TO HIT THE CAR IN FRONT OF ME AND THEN HAD TO SWERVE TO AVOID HITTING DOZENS OF CARS IN MY PATH. I GRAZED PAST A LAMP POST, ANOTHER CAR AND FINALLY CRASHED INTO A TREE."
5YJSA1E22GF****,2016 MODEL S,9-Feb-17,23-Dec-16,"PASADENA, CA",10953656,"COMPLAINANT, A PHYSICIAN, HAD TAKEN DELIVERY OF A 2016 TESLA MODEL S ON DECEMBER 22, 2016. THE FOLLOWING DAY, SHE PULLED INTO HER DRIVEWAY AT HOME AND BROUGHT THE VEHICLE TO A STOP. WITH HER FOOT STILL ON THE BRAKE, THE VEHICLE SUDDENLY ACCELERATED ON ITS OWN FROM A STOPPED POSITION TO SPEEDS OF BETWEEN 40-60 MPH. THE VEHICLE PLOWED THROUGH THE BRICKS OF HER DRIVEWAY, THROUGH SHRUBS SEPARATING HER PROPERTY FROM HER NEIGHBOR, WENT THROUGH AND ACROSS THE NEIGHBORS YARD AND ONTO AND ADJOINING STREET, WHERE IT COLLIDED WITH A TRUCK."
Not Reported,2016 MODEL S,13-Dec-16,1-Dec-16,CHINA,10935143,"HERE IS A REPORT OF A TESLA CRASH IN CHINA THAT INJURED 2 PEOPLE.
 
 HTTPS://TRANSLATE.GOOGLE.COM.AU/TRANSLATE?SL=AUTO&TL=EN&JS=Y&PREV=_T&HL=EN&IE=UTF-8&U=HTTP%3A%2F%2FHK.APPLE.NEXTMEDIA.COM%2FNEWS%2FART%2F20160621%2F19662689&EDIT-TEXT=&ACT=URL
 
 THE CAR SUFFERED UNINTENDED ACCELERATION AND THEN THE WHEELS FELL OFF.
 
 THAT IS A BIT OF A WORRY, TO SAY THE VERY LEAST.
 
 PLEASE ISSUE A RECALL."
Not Reported,2016 MODEL S,6-Dec-16,1-Dec-16,Not Reported,10930293,"HERE IS A DISCUSSION THREAD IN WHICH AN OWNER COMPLAINS OF UNINTENDED ACCELERATION CAUSING A CRASH.
 
 HTTPS://WEBCACHE.GOOGLEUSERCONTENT.COM/SEARCH?Q=CACHE:L1PLIGGJRGQJ:HTTPS://FORUMS.TESLA.COM/SV_SE/NODE/75376+&CD=1&HL=EN&CT=CLNK&GL=AU
 
 THE POSTER SEEMS GENUINE BUT WAS IMMEDIATELY ATTACKED BY TESLA DEFENDERS AND ACCUSED OF DRIVING WHILST FEMALE.
 
 THE THREAD HAS BEEN TAKEN PRIVATE AND/OR DELETED BUT I HAVE ARCHIVED IT.
 
 SAMPLE:
 
 SUDDEN ACCELERATION
 
 SUBMITTED BY REGINALHA ON DECEMBER 4, 2016
 
 I'M STILL SHAKING. I LOVED MY CAR UNTIL TODAY. I WAS GOING VERY SLOW INTO A PARKING SPACE WITH MY FOOT ON THE BRAKE AND THE CAR ACCELERATED REALLY FAST AND INTO ANOTHER CAR. I PUSHED ON THE BRAKE SO HARD AND MY FOOT WAS STILL ON THE BRAKE WHEN THE CAR STOPPED (YES, I LOOKED). I THOUGHT THERE WAS INFORMATION ABOUT OTHER PEOPLE WHO'VE HAD THIS PROBLEM ON THIS FORUM BUT I CAN'T FIND IT. I'VE REPORTED IT TO TESLA. DAMAGE TO BOTH CARS ASIDE, I'M NOW AFRAID OF MY CAR! CAN SOMEONE TELL ME THE FORUM TO READ ABOUT OTHER'S EXPERIENCES? THANK YOU.
 
 ***********************
 
 SBMD | DECEMBER 4, 2016
 
 BTW, PEOPLE HAVE TRIED TO POST FALSE REPORTS ON THIS IN THE PAST, AND NOT JUST WITH TESLA. I'M GIVING YOU THE BENEFIT OF THE DOUBT. YOU CAN CONSIDER MAKING THIS A PRIVATE POST, WHICH WILL DEMONSTRATE THAT YOU ARE A BONA FIDE OWNER AND NOT A PERSON SIMPLY TRYING TO POST FALSELY HERE.
 
 *******************
 
 LILBEAN | DECEMBER 4, 2016
 
 IS ANYONE KEEPING TRACK OF THESE ACCELERATIONS? WEREN'T TWO OF THEM IN FRONT OF NAIL SALONS?
 
 ************
 
 SILVERP85PLUS | DECEMBER 4, 2016
 
 BEANMEISTER, THERE WAS A GYM TOO
 
 LILBEAN | DECEMBER 4, 2016
 
 ALL WOMEN DRIVERS RIGHT? JUST SAYIN...
 
 THE GYM...I MEAN REALLY, PEOPLE THAT ANXIOUS TO GO THERE
 
 IT IS NOT IMPOSSIBLE THAT THE TESLA HAS A DEFECT CAUSING UNINTENDED ACCELERATION.
 
 PLEASE INVESTIGATE. *TR"
Not Reported,2016 MODEL S,11-Oct-16,6-Oct-16,Not Reported,10915424,"HOW MUCH MORE EVIDENCE DO YOU NEED TO PROVE THAT THE TESLA AUTOPILOT IS UNSAFE?
 
 HTTPS://TESLAMOTORSCLUB.COM/TMC/THREADS/AUTOPILOT-FAILED-TO-NOTICE-A-BUS-TODAY.78833/
 
 AUTOPILOT FAILED TO NOTICE A BUS TODAY
 
 LOCATION:SACRAMENTO, CA
 
 STOPPED AT AN INTERSECTION BEHIND A BUS TODAY AT A RED LIGHT. DECIDED TO LOOK FOR SOME NEW MUSIC SO I TURNED AUTOPILOT ON, SEEING AS HOW I COULDN'T SEE THE RED/GREEN LIGHT AND THAT'D TELL ME WHEN TO PAY ATTENTION (CAR STARTS MOVING... DON'T TELL ME YOU GUYS NEVER USE IT FOR THIS, EITHER!).
 
 WAS AT A COMPLETE STOP ABOUT TWO CAR LENGTHS FROM THE BUS. ENGAGED AP. CAR IMMEDIATELY LURCHED FORWARD. HIT BRAKES FAST, WHICH FORTUNATELY MY FOOT WAS ALREADY OVER THE PEDAL AS I'D BEEN PREVIOUSLY STOPPED. SAT FOR A SECOND CONFUSED. I'M NOW ABOUT A CAR LENGTH FROM THE BUS. VERIFIED MY AP WAS SET TO 4 CAR LENGTHS. ENGAGED AGAIN. CAR IMMEDIATELY SHOT FORWARD, HIT BRAKES. CAR DISPLAYED THE WARNING THAT AN OBJECT WAS IN FRONT OF ME.
 
 I AM PRETTY CONFIDENT THAT EITHER THE CAR WOULD HAVE EMERGENCY BRAKED OR I WOULD HAVE HIT THE BUS HAD I LEFT IT ENGAGED. IT DEFINITELY PULLED FORWARD FULL-POWER LIKE IT DOES IF THE PERSON IN FRONT OF YOU CHANGES LANES AND THE LANE IS OTHERWISE CLEAR.
 
 IT DEFINITELY MADE ME THINK OF ALL THOSE PEOPLE WHO ACCIDENTALLY DROVE INTO BUILDINGS AND SUCH AND THE LITTLE REACTION TIME THEY MUST HAVE HAD TO FIGURE OUT WHAT WAS GOING ON.
 
 I'M QUITE AWARE OF HOW CLOSE AP WILL TAKE YOU WHEN STOPPED. THE BEHAVIOR WAS ABNORMAL -- NOT ONLY DID THIS NOT SEEM TO CARE THAT I WAS ALREADY QUITE CLOSE, IT ACCELERATED IMMEDIATELY AND RAPIDLY WHEN ENGAGING AND GAVE NO INDICATION IT WOULD QUIT. TYPICALLY ENGAGING IT WHILE STOPPED OR BEHIND SOMEONE WILL MOVE FORWARD VERY SLIGHTLY IF AT ALL ONCE YOU'RE ALREADY CLOSE."
5YJSA1E29GF****,2016 MODEL S,1-Nov-17,1-Oct-16,"DESOTO, TX",11042211,"TL* THE CONTACT OWNS A 2016 TESLA MODEL S. WHILE PARKING, THE VEHICLE INADVERTENTLY ACCELERATED AND CRASHED INTO A FENCE AND A NEIGHBOR'S AIR CONDITIONING UNIT. THE BRAKE PEDAL WAS DEPRESSED, BUT THE VEHICLE FAILED TO STOP. THERE WERE NO WARNING INDICATORS ILLUMINATED. THERE WERE NO INJURIES. THE POLICE ARRIVED AT THE SCENE, BUT THE CONTACT WAS UNAWARE IF A POLICE REPORT WAS FAILED. THE VEHICLE WAS TOWED TO DALLAS-CEDAR SPRINGS ROAD TESLA (6500 CEDAR SPRINGS ROAD, SUITE 100 (214) 736-0587), BUT NO FAILURES WERE DIAGNOSED. THE CONTACT WAS INFORMED THAT THE FAILURE WAS DUE TO HUMAN ERROR. THE BODY DAMAGE WAS REPAIRED. THE CONTACT STATED THAT THE FAILURE OCCURRED A SECOND TIME WHILE PARKING IN A HOSPITAL PARKING LOT. THE VEHICLE ACCELERATED WITHOUT WARNING, JUMPED A CURB, AND COLLIDED WITH A METAL POLE, A SMALL TREE, AND AN AMBULANCE. THE HOSPITAL POLICE WAS AT THE SCENE, BUT WAS UNAWARE IF A REPORT WAS FILED. THE VEHICLE WAS TOWED TO JOHN EAGLE COLLISION CENTER (6125 PEELER ST, DALLAS, TX 75235 (855) 575-6368), BUT NO REPAIRS OR DIAGNOSTIC TESTING WERE COMPLETED. THE MANUFACTURER WAS NOTIFIED OF THE FAILURE AND OFFERED NO ASSISTANCE. THE FAILURE MILEAGE WAS APPROXIMATELY 5,000. *TT
 
 UPDATED 8/6/18*JB"
Not Reported,2016 MODEL S,12-Jun-18,8-Aug-16,"LAGUNA NIGUEL, CA",11118541,"WHILE IN REVERSE BACKING UP TO A CHARGE STATION IN A COVERED PARKING LOT, THE CAR WENT INTO SUDDEN ACCELERATION AND FAILED TO STOP AND COLLIDED WITH THE CHARGE STATION AND THE WALL NEXT TO IT. NONE OF THE WARNING LIGHTS OR SOUNDS WENT OFF EITHER. ALTHOUGH THE CAR HAS, ON SEVERAL OCCASIONS DEMONSTRATED ITS ABILITY TO STOP SHORT OF COLLIDING WITH OBSTACLES, IT FAILED TO REACT IN THIS INSTANCE. TESLA HAS IGNORED OUR REPEATED REQUESTS FOR PROVIDING AN EXPLANATION OR ANY EVALUATION OF THE LOGS ASSOCIATED WITH THE CAR, AND HAS BLAMED THE MATTER ON DRIVER ERROR."
5YJSA1E13GF****,2016 MODEL S,10-May-16,6-May-16,"FREDERICK, MD",10864163,"UNINTENDED ACCELERATION OCCURRED ON 2 SEPARATE OCCASIONS WITH 2 DIFFERENT DRIVERS WITHIN 2 WEEKS. MODEL S 70D
 
 INCIDENT 1: MY WIFE WAS AT A STOP SIGN. SHE REMOVED HER FOOT FROM THE BRAKE AND BEFORE APPLYING THE ACCELERATOR THE CAR SURGED FORWARD AGGRESSIVELY. SINCE HER FOOT NEVER TOUCHED THE ACCELERATOR SHE WAS ABLE TO APPLY THE BRAKE AND STOP WITHIN 8-10 FEET. SHE WAS VISIBLY SHAKEN WHEN SHE GOT HOME BUT, REGRETTABLY, NO REPORT WAS FILED.
 
 INCIDENT 2: ABOUT 2 WEEKS LATER, MAY 6, I WAS PULLING INTO MY GARAGE WITH MY WIFE AND BABY IN THE VEHICLE. 2-3 FEET FROM THE THE GARAGE WALL (IN CREEP MODE) I GENTLY TOUCHED THE BRAKE TO COME TO A STOP. AT THAT POINT THE CAR SURGED FORWARD VERY AGGRESSIVELY. I IMMEDIATELY APPLIED HEAVY BRAKE AND WAS ABLE TO STOP THE CAR IN A FEW FEET (SINCE MY FOOT WAS ALREADY OVER THE BRAKE PEDAL). THE FRONT END HIT THE GARAGE WALL AND PENETRATED 10-12 INCHES CAUSING DRYWALL DAMAGE AND SIGNIFICANT DAMAGE TO OUR POWDER ROOM ON THE OTHER SIDE.
 
 A REPORT WITH TESLA WAS FILED IMMEDIATELY. LOGS WERE DOWLOADED AND SHOW THAT THE ACCELERATOR WAS DEPRESSED TO 97% POWER IN LESS THAN A SECOND AND THAT IT WAS DRIVER ERROR. MY WIFE AND I HAVE A COMBINED 48 YEARS OF ACCIDENT FREE DRIVING AND NEITHER OF US HAVE EVER MISTAKEN CONTROL PEDALS OR HAVE EVER FLOORED A GAS PEDAL IN A SECOND.
 
 
 
 MY WIFE IS 37, HEALTHY AND A PHYSICIAN, I AM A HEALTHY 42 YEAR OLD PILOT. WE CAN BOTH SAY WITH 100% CERTAINTY THAT NEITHER INCIDENT WAS DRIVER ERROR. TESLA HAS A SERIOUS UNINTENDED ACCELERATION PROBLEM ALSO MADE EVIDENT BY THE OTHER COMPLAINTS FILED ON NHTSA, ALL OF WHICH SEEM TO FALL UNDER SIMILAR OPERATING PARAMETERS.
 
 WE NOW HAVE A $90,000 CAR SITTING IN OUR GARAGE THAT IS UNSAFE FOR MY FAMILY, IT SEEMS TESLA IS GOING THE ROUTE OF WAITING FOR INJURY AND DEATHS TO OCCUR BEFORE THEY ACKNOWLEDGE THIS SAFETY DEFECT."
5YJSA1S24FF****,2015 MODEL S,14-Jun-19,6-Jun-19,"WESTMONT, IL",11220202,"ON THURSDAY , JUNE 7 AROUND 6:30 PM I MET WITH A BIZARRE INCIDENT ON MY 2015 TESLA MODEL S , 70D. INCIDENT TOOK PLACE ON RT 83 NEAR OAK BROOK MALL NEAR CHICAGO.
 
 THE CAR SLOWLY ROLLED AND APPROACHED A SEMI IN FRONT IN A TRAFFIC JAM. I HEARD A BEEPING SENSOR AS IT WAS ABOUT TO TOUCH THE SEMI, I IMMEDIATELY PRESSED THE BRAKE BUT THE CAR STARTED ACCELERATING INSTEAD. I THOUGHT I MUST HAVE PRESSED THE GAS PEDAL, SO IMMEDIATELY LIFTED MY FOOT TO MAKE SURE I WAS PRESSING THE BREAK PEDAL. THE SECOND TIME ALSO IT STARTED ACCELERATING AND KEPT PUSHING THE SEMI IN FRONT BECAUSE IT WAS TOUCHING IT.
 
 PERPLEXED I THEN BROUGHT THE CAR TO PARKING MODE TO MAKE IT STOP. AS THE SEMI STARTED MOVING AGAIN AND THERE WAS SUFFICIENT GAP, THE CAR STARTED FUNCTIONING NORMALLY.
 
 I GOT A REPAIR ESTIMATE ON THE FOLLOWING DAY FROM A TESLA APPROVED GARAGE AND THEY HAVE QUOTED ABOVE $4000 TO REPAIR."
5YJSA1H4XFF****,2015 MODEL S,20-Jan-19,19-Jan-19,"CHAPEL HILL, NC",11171052,"AS I PARKED MY CAR IN MY GARAGE ON 1/19/2019, I HAD PLACED THE CAR IN PARK AND WAS PREPARING TO EXIT THE VEHICLE WHEN IT SUDDENLY ACCELERATED AND HIT THE FRONT OF MY GARAGE WALL. THE CAR WAS IN PARK AND NOT MOVING. I HAD MY HAND ON THE DOOR HANDLE TO EXIT. I IMMEDIATELY SLAMMED THE BREAKS BUT THE CAR SEEMED TO KEEP GOING INTO MY WALL AND THEN IT JOLTED AND STOPPED. IT WAS LIKE IT HAD A MIND OF ITS OWN. THERE WAS NO ALERT OR ANYTHING. IT JUST SUDDENLY ACCELERATED WHILE IN PARK. AS YOU CAN IMAGINE THIS IS A VERY SCARY OCCURRENCE AND I AM NOT GOING TO DRIVE THIS VEHICLE UNTIL IT IS RENDERED SAFE. IM VERY CONCERNED WITH WHAT COULD HAPPEN IF THIS OCCURRED IN A PARKING LOT OR AREA WITH PEOPLE. I CONTACTED TESLA IMMEDIATELY FOLLOWING THE INCIDENT TO FILE A REPORT AND SHARE MY CONCERN. THEY TOLD ME THEY WOULD PULL LOGS AND BE IN TOUCH. I ALSO CALLED MY INSURANCE COMPANY. THE INCIDENT HAPPENED AT 5:50 PM."
5YJSA1H23FF****,2015 MODEL S,28-Sep-18,27-Sep-18,"LOS ANGELES, CA",11132094,A MALFUNCTION CAUSED THE SUDDEN DEPLOYMENT OF THE AIRBAGS AND SUBSEQUENT UNINTENTIONAL UNEXPECTED ACCELERATION CAUSING THE VEHICLE TO JUMP A CEMENT BLOCK AND VIOLENTLY SMASH INTO A POLE WHILE I WAS SLOWLY PULLING INTO A PARKING STALL AT A GROCERY STORE.
5YJSA1H23FF****,2015 MODEL S,11-Mar-18,8-Jan-18,"ANN ARBOR, MI",11078571,"WHILE PULLING INTO A PERPENDICULAR PARKING SPOT IN A PARKING GARAGE, AT ~4-5 FEET FROM A WALL, THE CAR EXPERIENCED SUDDEN ACCELERATION, SLAMMING INTO THE WALL, RESULTING IN MODERATE BODY DAMAGE TO THE FRONT OF THE CAR AND DEPLOYING THE DRIVER-SIDE AIRBAGS. THERE WERE NO OTHER PASSENGERS IN THE CAR, AND THERE WAS NO SIGNIFICANT INJURY OR DAMAGE TO THE GARAGE OR OTHER CARS. THOUGH I RECOGNIZE THAT THE VAST MAJORITY OF ACCIDENTS OF THIS TYPE ARE DUE TO DRIVER ERROR, THERE ARE SEVERAL FACTORS THAT LEAVE ME WITH CONCERN FOR A POSSIBLE ELECTRONIC SYSTEMS MALFUNCTION. SPECIFICALLY, ~3 DAYS PRIOR TO THE ACCIDENT, THE CAR BEGAN DISPLAYING A CONSTANT ERROR MESSAGE: DRIVER ASSISTANCE FEATURES UNAVAILABLE"". I NOTIFIED TESLA SERVICE BY PHONE AND EMAIL, AND ON THEIR INSTRUCTIONS, REBOOTED THE COMPUTER SYSTEM, AND FULLY POWERED DOWN AND RESTARTED THE SYSTEM. HOWEVER, THE ERROR MESSAGE PERSISTED. THE ACCIDENT OCCURRED BEFORE I WAS ABLE TO SCHEDULE A SERVICE CALL. I HAVE REQUESTED DETAILS FROM THE DATA LOGS FOR THE ACCIDENT FROM TESLA, BUT THEY HAVE PROVIDED ONLY VERY LIMITED INFORMATION, STATING THAT LEGAL ACTION ON MY PART WOULD BE REQUIRED TO OBTAIN MORE DETAIL. THEY HAVE TOLD ME THAT THE CAR SPEED WAS 3.6 MPH AT WHICH TIME THE DATA INDICATES THAT THE ACCELERATOR WAS PRESSED TO AS FAR AS 100%, RESULTING IN ACCELERATION OF THE CAR TO 7 MPH AT THE TIME OF IMPACT, WITH THIS ACCELERATION OCCURRING OVER A 2 SECOND TIME PERIOD. THIS INFORMATION SEEMS INCOMPATIBLE WITH THE OTHERWISE RAPID ACCELERATION TYPICALLY EXHIBITED BY THIS CAR WITH A FULLY DEPRESSED ACCELERATOR, AND THE SHORT DISTANCE TRAVELED (ONLY SEVERAL FEET)."
5YJSA1H2XFF****,2015 MODEL S,15-Jun-17,9-Jun-17,"DENVER, CO",10995382,"DRIVING WEST ON HAMPDEN AVE TOWARDS INTERSECTION AT TAMARAC ST. 
 
 GOING THE SPEED LIMIT, & RELEASED THE ACCELERATOR SO THAT ""ENGINE BRAKING"" WOULD SLOW THE CAR.
 
 BUT I WAS SLOWING DOWN FASTER THAN NECESSARY WITH ~100 YARDS REMAINING TO REACH THE INTERSECTION.
 
 I LIGHTLY PRESSED THE ACCELERATOR TO STOP ENGINE BRAKING BRIEFLY, THEN RELEASED THE ACCELERATOR TO REINSTATE ""ENGINE BRAKING"". 
 
 INSTEAD OF SLOWING, MY CAR BEGAN TO WILDLY ACCELERATE. 
 
 ALARMED AT THE INCREASING SPEED OF THE CAR, AS I WAS RAPIDLY APPROACHING THE INTERSECTION WHERE THE SIGNAL WAS RED, (ANOTHER CAR WAS ALREADY STOPPED AT THE SIGNAL). QUICKLY APPLIED THE BRAKES, BUT CAR WAS TRAVELING TOO FAST TO AVOID IMPACT WITH THE OTHER CAR. OTHER CAR WAS SIGNIFICANTLY DAMAGED, THOUGH IT SEEMED UNLIKELY (BASED ON COMMENTS FROM THE PARAMEDICS & POLICE) THAT THE OTHER DRIVER & PASSENGER WERE INJURED, BUT WERE TRANSPORTED TO AN ER TO BE CHECKED"
5YJSA1S27FF****,2015 MODEL S,19-Apr-17,18-Apr-17,"LAGUNA WOODS, CA",10979378,"TL* THE CONTACT OWNED A 2015 TESLA MODEL S. THE CONTACT STATED THAT WHEN STOPPED AT THE SIGNAL, THE VEHICLE ACCELERATED INDEPENDENTLY WITHOUT WARNING. AS A RESULT, THE VEHICLE CRASHED INTO THE VEHICLE IN FRONT. A POLICE REPORT WAS FILED BUT THERE WERE NO INJURIES REPORTED. THE VEHICLE WAS TOWED TO THE DEALER BUT WAS NOT DIAGNOSED OR REPAIRED. THE MANUFACTURER WAS NOT MADE AWARE OF THE FAILURE. THE FAILURE MILEAGE WAS 6,000."
5YJSA1H22FF****,2015 MODEL S,24-Mar-17,6-Mar-17,"LA VERNE, CA",10968322,"I WAS PARKING IN MY USUAL PARKING SPOT IN A PARKING LOT AT MY OFFICE AT APPROXIMATELY 8:15 A.M. AS I APPROACHED MY PARKING SPOT, I SLOWED MY CAR BY PRESSING ON THE BRAKE AND MADE A 90 DEGREE TURN INTO MY PARKING SPOT. THE VEHICLE WAS SLOWING MOVING FORWARD AND WAS LESS THAN 10 FEET FROM WHERE I INTENDED TO STOP THE VEHICLE WHEN THE VEHICLE SUDDENLY ACCELERATED ON ITS OWN AND CRASHED INTO THE CONCRETE WALL THAT WAS AT THE BASE OF MY PARKING SPOT, CAUSING THE CARS AIRBAGS TO DEPLOY. I DID NOT HAVE MY FOOT ON THE ACCELERATOR PEDAL AT THE TIME THE VEHICLE ACCELERATED INTO THE WALL. I INFORMED TESLA OF THE INCIDENT AND THEY TOLD ME THAT THE VEHICLE HAD EXPERIENCED 100% ACCELERATION IMMEDIATELY PRIOR TO THE COLLISION WITH THE WALL.)"
5YJSA1H4SFF****,2015 MODEL S,27-Sep-16,16-Sep-16,"TUCSON, AZ",10910065,"I DROVE THE CAR INTO A PARKING SPACE AT THE SCHOOL (DESERT CHRISTIAN ELEMENTARY) IN TUCSON ARIZONA ON SEPT 16TH ABOUT 11:05 AM, WHEN THE CAR ACCELERATED ON ITS OWN (UNINTENDED ACCELERATION) AND CRASHED INTO 2 PARKED VEHICLES AND AIRBAGS DEPLOYED AND I SUSTAINED A FRACTURE OF MY RIGHT ARM REQUIRING SURGERY. ALSO MY CAR (THE TESLA MODEL S) WAS DAMAGED AND THE TWO OTHER PARKED CARS."
5YJSA1H41FF****,2015 MODEL S,27-Feb-18,13-Jul-16,"HOUSTON, TX",11075212,"TL* THE CONTACT OWNS A 2015 TESLA MODEL S. THE CONTACT STATED THAT THE VEHICLE EXPERIENCED UNINTENDED ACCELERATION AFTER MAKING CONTACT WITH A CURB. IT WAS DISCOVERED THAT THE AUTOMATIC TRANSMISSION FEATURE WAS TURNED OFF. THE CONTACT STATED THAT THE FAILURE OCCURRED WITHOUT WARNING. NO DEALER THE CAR IS PURCHASED DIRECTLY FROM CALIFORNIA. THE MANUFACTURER WAS CONTACTED, BUT NO FURTHER COMMUNICATION WAS INITIATED. THE FAILURE MILEAGE WAS APPROXIMATELY 6,000. *TT *TR"
